Input test: 15_puzzle_100_instances_korf.txt
Id 	 Instance 					 Time-In-Secs 	Generated Nodes		Distance	
64 	 5 2 14 0 7 8 6 3 11 12 13 15 4 10 9 1  	 31.268639 	 106667098 			 51
65 	 7 8 3 2 10 12 4 6 11 13 5 15 0 1 9 14  	 2.593924 	 8720001 			 47
66 	 11 6 14 12 3 5 1 15 8 0 10 13 9 7 4 2  	 297.706879 	 1042015024 			 61
67 	 7 1 2 4 8 3 6 11 10 15 0 5 14 12 13 9  	 35.315578 	 119999308 			 50
68 	 7 3 1 13 12 10 5 2 8 0 6 11 14 15 4 9  	 9.818837 	 33606586 			 51
69 	 6 0 5 15 1 14 4 9 2 13 8 10 11 12 7 3  	 21.270275 	 73406828 			 53
70 	 15 1 3 12 4 0 6 5 2 8 14 9 13 10 7 11  	 19.672085 	 67398977 			 52
71 	 5 7 0 11 12 1 9 10 15 6 2 3 8 4 13 14  	 0.697699 	 2374995 			 44
72 	 12 15 11 10 4 5 14 0 13 7 1 2 9 8 3 6  	 263.273010 	 910856300 			 56
73 	 6 14 10 5 15 8 7 1 3 4 2 0 12 9 11 13  	 0.482726 	 1662366 			 49
74 	 14 13 4 11 15 8 6 9 0 7 3 1 2 10 12 5  	 0.286197 	 979455 			 56
75 	 14 4 0 10 6 5 1 3 9 2 13 15 12 7 8 11  	 7.010096 	 23564827 			 48
76 	 15 10 8 3 0 6 9 5 1 14 13 11 7 2 12 4  	 13.466611 	 46479433 			 57
77 	 0 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7  	 3.449872 	 12160712 			 54
78 	 3 14 13 6 4 15 8 9 5 12 10 0 2 7 1 11  	 1.468786 	 5125567 			 53
79 	 0 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15  	 0.118969 	 406930 			 42
80 	 11 0 15 8 13 12 3 5 10 1 4 6 14 9 7 2  	 4.326825 	 15242722 			 57
81 	 13 0 9 12 11 6 3 5 15 8 1 10 4 14 2 7  	 3.007950 	 10540235 			 53
82 	 14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 0  	 709.375244 	 2476115768 			 62
83 	 12 3 9 1 4 5 10 2 6 11 15 0 14 7 13 8  	 10.835213 	 36631362 			 49
84 	 15 8 10 7 0 12 14 1 5 9 6 3 13 11 4 2  	 33.873455 	 117970515 			 55
85 	 4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15  	 0.240454 	 814695 			 44
86 	 6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15  	 0.423141 	 1443340 			 45
87 	 9 5 11 10 13 0 2 1 8 6 14 12 4 7 3 15  	 9.323765 	 31971609 			 52
88 	 15 2 12 11 14 13 9 5 1 3 8 7 0 10 6 4  	 979.301392 	 3443107386 			 65
89 	 11 1 7 4 10 13 3 8 9 14 0 15 6 5 2 12  	 14.780266 	 50872713 			 54
90 	 5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3  	 1.343016 	 4697107 			 50
91 	 9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4  	 112.964073 	 394340537 			 57
92 	 3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1  	 158.256653 	 548610158 			 57
93 	 13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15  	 0.241132 	 826778 			 46
94 	 5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2  	 0.036331 	 121126 			 53
95 	 4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14  	 0.696272 	 2403027 			 50
96 	 1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10  	 1.861844 	 6330788 			 49
97 	 9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3  	 0.262886 	 786467 			 44
98 	 0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6  	 80.695602 	 274519996 			 54
99 	 7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8  	 17.184822 	 60597849 			 57
100 	 11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15  	 18.762991 	 64855416 			 54
