Input test: 15_puzzle_100_instances_korf.txt
Id 	 Instance 					 Time-In-Secs 	Generated Nodes		Distance	
25 	 7 3 14 13 4 1 10 8 5 12 9 11 2 15 6 0  	 16.033361 	 12960571 			 54
26 	 11 4 2 7 1 0 10 15 6 9 14 8 3 13 5 12  	 8.102739 	 6885954 			 52
27 	 5 7 3 12 15 13 14 8 0 10 9 6 1 4 2 11  	 52.764786 	 44135902 			 58
28 	 14 1 8 15 2 6 0 3 9 12 10 13 4 7 5 11  	 35.763302 	 29426350 			 53
29 	 13 14 6 12 4 5 1 0 9 3 10 2 15 11 8 7  	 1.994405 	 1675087 			 52
30 	 9 8 0 2 15 1 4 14 3 10 7 5 11 13 6 12  	 2.516460 	 2159428 			 54
31 	 12 15 2 6 1 14 4 8 5 3 7 0 10 13 9 11  	 0.374575 	 292356 			 47
32 	 12 8 15 13 1 0 5 4 6 3 2 11 9 7 14 10  	 0.275424 	 225633 			 50
33 	 14 10 9 4 13 6 5 8 2 12 7 0 1 3 11 15  	 148.158707 	 123443232 			 59
34 	 14 3 5 15 11 6 13 9 0 10 2 12 4 1 7 8  	 42.038353 	 35594579 			 60
35 	 6 11 7 8 13 2 5 4 1 10 3 9 14 0 12 15  	 1.252482 	 1023051 			 52
36 	 1 6 12 14 3 2 15 8 4 5 13 9 0 7 11 10  	 11.118956 	 9408077 			 55
37 	 12 6 0 4 7 3 15 1 13 9 8 11 2 14 5 10  	 9.760072 	 8100602 			 52
38 	 8 1 7 12 11 0 10 5 9 15 6 13 14 2 3 4  	 39.322971 	 33487690 			 58
39 	 9 0 4 10 1 14 15 3 12 6 5 7 11 13 8 2  	 3.120052 	 2525501 			 49
40 	 11 5 1 14 4 12 10 0 2 7 13 3 9 15 6 8  	 12.267202 	 10152324 			 54
41 	 8 13 10 9 11 3 15 6 0 1 2 14 12 5 4 7  	 24.458429 	 19809787 			 54
42 	 4 5 7 2 9 14 12 13 0 3 6 11 8 1 15 10  	 0.139081 	 114472 			 42
43 	 11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 0  	 9.590017 	 8321528 			 64
44 	 12 9 0 6 8 3 5 14 2 4 11 7 10 1 15 13  	 7.392421 	 6033591 			 50
45 	 3 14 9 7 12 15 0 4 1 8 5 6 11 10 2 13  	 2.963162 	 2463841 			 51
46 	 8 4 6 1 14 12 2 15 13 10 9 5 3 7 0 11  	 1.460809 	 1231659 			 49
47 	 6 10 1 14 15 8 3 5 13 0 2 7 4 9 11 12  	 0.374360 	 311833 			 47
48 	 8 11 4 6 7 3 10 9 2 12 15 13 0 1 5 14  	 0.190795 	 154606 			 49
49 	 10 0 2 4 5 1 6 12 11 13 9 7 15 3 14 8  	 122.237213 	 101858205 			 59
50 	 12 5 13 11 2 10 0 9 7 8 4 3 14 6 15 1  	 4.106605 	 3268952 			 53
51 	 10 2 8 4 15 0 1 14 11 13 3 6 9 7 5 12  	 1.879206 	 1618962 			 56
52 	 10 8 0 12 3 7 6 2 1 14 4 11 15 13 9 5  	 52.030315 	 43812055 			 56
53 	 14 9 12 13 15 4 8 10 0 2 1 7 3 11 5 6  	 74.077484 	 62346329 			 64
54 	 12 11 0 8 10 2 13 15 5 4 7 3 6 9 14 1  	 37.885040 	 30685008 			 56
55 	 13 8 14 3 9 1 0 7 15 5 4 10 12 2 6 11  	 0.209298 	 170686 			 41
56 	 3 15 2 5 11 6 4 7 12 9 1 0 13 14 10 8  	 127.948730 	 106066390 			 55
57 	 5 11 6 9 4 13 12 0 8 2 15 10 1 7 3 14  	 0.695794 	 567913 			 50
58 	 5 0 15 8 4 6 1 14 10 11 3 9 7 12 2 13  	 0.696493 	 548260 			 51
59 	 15 14 6 7 10 1 0 11 12 8 4 9 2 5 13 3  	 416.796417 	 340164487 			 57
60 	 11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 0  	 256.348785 	 218057935 			 66
61 	 6 13 3 2 11 9 5 10 1 7 12 14 8 4 0 15  	 1.430407 	 1187366 			 45
62 	 4 6 12 0 14 2 9 13 11 8 3 15 7 10 1 5  	 25.283571 	 20904918 			 57
63 	 8 10 9 11 14 1 7 15 13 4 0 12 6 2 5 3  	 315.004974 	 255283767 			 56
64 	 5 2 14 0 7 8 6 3 11 12 13 15 4 10 9 1  	 35.184517 	 27832432 			 51
65 	 7 8 3 2 10 12 4 6 11 13 5 15 0 1 9 14  	 2.007506 	 1639412 			 47
66 	 11 6 14 12 3 5 1 15 8 0 10 13 9 7 4 2  	 613.354492 	 516147307 			 61
67 	 7 1 2 4 8 3 6 11 10 15 0 5 14 12 13 9  	 18.777449 	 15210353 			 50
68 	 7 3 1 13 12 10 5 2 8 0 6 11 14 15 4 9  	 10.913149 	 8879561 			 51
69 	 6 0 5 15 1 14 4 9 2 13 8 10 11 12 7 3  	 29.512726 	 24592290 			 53
70 	 15 1 3 12 4 0 6 5 2 8 14 9 13 10 7 11  	 25.685005 	 21148482 			 52
71 	 5 7 0 11 12 1 9 10 15 6 2 3 8 4 13 14  	 1.062212 	 852925 			 44
72 	 12 15 11 10 4 5 14 0 13 7 1 2 9 8 3 6  	 411.536438 	 341376426 			 56
73 	 6 14 10 5 15 8 7 1 3 4 2 0 12 9 11 13  	 0.964126 	 791788 			 49
74 	 14 13 4 11 15 8 6 9 0 7 3 1 2 10 12 5  	 0.505760 	 405100 			 56
75 	 14 4 0 10 6 5 1 3 9 2 13 15 12 7 8 11  	 5.762991 	 4630562 			 48
76 	 15 10 8 3 0 6 9 5 1 14 13 11 7 2 12 4  	 14.039102 	 11514994 			 57
77 	 0 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7  	 5.351490 	 4572520 			 54
78 	 3 14 13 6 4 15 8 9 5 12 10 0 2 7 1 11  	 2.496198 	 2072197 			 53
79 	 0 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15  	 0.268379 	 213782 			 42
80 	 11 0 15 8 13 12 3 5 10 1 4 6 14 9 7 2  	 10.652124 	 8871156 			 57
81 	 13 0 9 12 11 6 3 5 15 8 1 10 4 14 2 7  	 6.532053 	 5481910 			 53
82 	 14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 0  	 134.908081 	 115969328 			 62
83 	 12 3 9 1 4 5 10 2 6 11 15 0 14 7 13 8  	 4.758475 	 3949509 			 49
84 	 15 8 10 7 0 12 14 1 5 9 6 3 13 11 4 2  	 55.916759 	 46220882 			 55
85 	 4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15  	 0.414527 	 327909 			 44
86 	 6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15  	 0.364795 	 281317 			 45
87 	 9 5 11 10 13 0 2 1 8 6 14 12 4 7 3 15  	 19.597193 	 15868897 			 52
88 	 15 2 12 11 14 13 9 5 1 3 8 7 0 10 6 4  	 1915.847046 	 1603322305 			 65
89 	 11 1 7 4 10 13 3 8 9 14 0 15 6 5 2 12  	 14.859945 	 12132695 			 54
90 	 5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3  	 2.420456 	 1982900 			 50
91 	 9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4  	 120.186882 	 100062235 			 57
92 	 3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1  	 55.625507 	 46814666 			 57
93 	 13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15  	 0.737879 	 594747 			 46
94 	 5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2  	 0.062516 	 49094 			 53
95 	 4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14  	 0.376699 	 299179 			 50
96 	 1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10  	 2.879557 	 2326937 			 49
97 	 9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3  	 0.570786 	 456016 			 44
98 	 0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6  	 95.161957 	 76682115 			 54
99 	 7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8  	 11.340326 	 9404197 			 57
100 	 11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15  	 33.004139 	 26757184 			 54
